"","tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__0","hour__1","hour__2","hour__3","hour__4","hour__5","hour__6","hour__7","hour__8","hour__9","hour__10","hour__11","hour__12","hour__13","hour__14","hour__15","hour__16","hour__17","hour__18","hour__19","hour__20","hour__21","hour__22","hour__23","X0","X20","X40","holiday","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation","1","2","3","4","5","6","1","2","3","4","5","6"
"8126",2,"[2016-10-12 12:00:00,2016-10-12 12:20:00)",0,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1017.4,1022.5,360,1.4,20.4,63,0,78,61,68,54,56,44,78,61,68,54,56,44
"8131",2,"[2016-10-12 12:20:00,2016-10-12 12:40:00)",0,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1017.4,1022.5,360,1.4,20.4,63,0,78,61,68,54,56,44,78,61,68,54,56,44
"8136",2,"[2016-10-12 12:40:00,2016-10-12 13:00:00)",0,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1017.4,1022.5,360,1.4,20.4,63,0,78,61,68,54,56,44,78,61,68,54,56,44
"8141",2,"[2016-10-12 13:00:00,2016-10-12 13:20:00)",0,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1017.4,1022.5,360,1.4,20.4,63,0,78,61,68,54,56,44,78,61,68,54,56,44
"8146",2,"[2016-10-12 13:20:00,2016-10-12 13:40:00)",0,65,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1017.4,1022.5,360,1.4,20.4,63,0,78,61,68,54,56,44,78,61,68,54,56,44
"8151",2,"[2016-10-12 13:40:00,2016-10-12 14:00:00)",0,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1017.4,1022.5,360,1.4,20.4,63,0,78,61,68,54,56,44,78,61,68,54,56,44
"8156",2,"[2016-10-12 14:00:00,2016-10-12 14:20:00)",0,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1017,1022.1,326,1.6,19.3,78,0,60,72,58,77,65,72,60,72,58,77,65,72
"8161",2,"[2016-10-12 14:20:00,2016-10-12 14:40:00)",0,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1017,1022.1,326,1.6,19.3,78,0,60,72,58,77,65,72,60,72,58,77,65,72
"8166",2,"[2016-10-12 14:40:00,2016-10-12 15:00:00)",0,68,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1017,1022.1,326,1.6,19.3,78,0,60,72,58,77,65,72,60,72,58,77,65,72
"8171",2,"[2016-10-12 15:00:00,2016-10-12 15:20:00)",0,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1017,1022.1,326,1.6,19.3,78,0,60,72,58,77,65,72,60,72,58,77,65,72
"8176",2,"[2016-10-12 15:20:00,2016-10-12 15:40:00)",0,79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1017,1022.1,326,1.6,19.3,78,0,60,72,58,77,65,72,60,72,58,77,65,72
"8181",2,"[2016-10-12 15:40:00,2016-10-12 16:00:00)",0,72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1017,1022.1,326,1.6,19.3,78,0,60,72,58,77,65,72,60,72,58,77,65,72
"8186",2,"[2016-10-12 16:00:00,2016-10-12 16:20:00)",0,71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1017,1022.1,326,1.6,19.3,78,0,68,79,68,62,79,72,68,79,68,62,79,72
"8191",2,"[2016-10-12 16:20:00,2016-10-12 16:40:00)",0,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1017,1022.1,326,1.6,19.3,78,0,68,79,68,62,79,72,68,79,68,62,79,72
"8196",2,"[2016-10-12 16:40:00,2016-10-12 17:00:00)",0,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1017,1022.1,326,1.6,19.3,78,0,68,79,68,62,79,72,68,79,68,62,79,72
"8201",2,"[2016-10-12 17:00:00,2016-10-12 17:20:00)",0,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1016.1,1021.1,327,1.9,18.9,83,0,68,79,68,62,79,72,68,79,68,62,79,72
"8206",2,"[2016-10-12 17:20:00,2016-10-12 17:40:00)",0,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1016.1,1021.1,327,1.9,18.9,83,0,68,79,68,62,79,72,68,79,68,62,79,72
"8211",2,"[2016-10-12 17:40:00,2016-10-12 18:00:00)",0,76,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1016.1,1021.1,327,1.9,18.9,83,0,68,79,68,62,79,72,68,79,68,62,79,72
"8216",2,"[2016-10-12 18:00:00,2016-10-12 18:20:00)",0,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1016.1,1021.1,327,1.9,18.9,83,0,71,66,82,81,82,76,71,66,82,81,82,76
"8221",2,"[2016-10-12 18:20:00,2016-10-12 18:40:00)",0,66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1016.1,1021.1,327,1.9,18.9,83,0,71,66,82,81,82,76,71,66,82,81,82,76
"8226",2,"[2016-10-12 18:40:00,2016-10-12 19:00:00)",0,55,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1016.1,1021.1,327,1.9,18.9,83,0,71,66,82,81,82,76,71,66,82,81,82,76
"8231",2,"[2016-10-12 19:00:00,2016-10-12 19:20:00)",0,44,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1016.1,1021.1,327,1.9,18.9,83,0,71,66,82,81,82,76,71,66,82,81,82,76
"8236",2,"[2016-10-12 19:20:00,2016-10-12 19:40:00)",0,46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1016.1,1021.1,327,1.9,18.9,83,0,71,66,82,81,82,76,71,66,82,81,82,76
"8241",2,"[2016-10-12 19:40:00,2016-10-12 20:00:00)",0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1016.1,1021.1,327,1.9,18.9,83,0,71,66,82,81,82,76,71,66,82,81,82,76
"8246",2,"[2016-10-12 20:00:00,2016-10-12 20:20:00)",0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1015.8,1020.9,14,2.3,19.3,79,0,66,66,55,44,46,22,66,66,55,44,46,22
"8251",2,"[2016-10-12 20:20:00,2016-10-12 20:40:00)",0,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1015.8,1020.9,14,2.3,19.3,79,0,66,66,55,44,46,22,66,66,55,44,46,22
"8256",2,"[2016-10-12 20:40:00,2016-10-12 21:00:00)",0,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1015.8,1020.9,14,2.3,19.3,79,0,66,66,55,44,46,22,66,66,55,44,46,22
"8261",2,"[2016-10-12 21:00:00,2016-10-12 21:20:00)",0,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1015.8,1020.9,14,2.3,19.3,79,0,66,66,55,44,46,22,66,66,55,44,46,22
"8266",2,"[2016-10-12 21:20:00,2016-10-12 21:40:00)",0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1015.8,1020.9,14,2.3,19.3,79,0,66,66,55,44,46,22,66,66,55,44,46,22
"8271",2,"[2016-10-12 21:40:00,2016-10-12 22:00:00)",0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1015.8,1020.9,14,2.3,19.3,79,0,66,66,55,44,46,22,66,66,55,44,46,22
"8276",2,"[2016-10-12 22:00:00,2016-10-12 22:20:00)",0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1015.8,1020.9,14,2.3,19.3,79,0,31,31,33,36,15,26,31,31,33,36,15,26
"8281",2,"[2016-10-12 22:20:00,2016-10-12 22:40:00)",0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1015.8,1020.9,14,2.3,19.3,79,0,31,31,33,36,15,26,31,31,33,36,15,26
"8286",2,"[2016-10-12 22:40:00,2016-10-12 23:00:00)",0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1015.8,1020.9,14,2.3,19.3,79,0,31,31,33,36,15,26,31,31,33,36,15,26
"8291",2,"[2016-10-12 23:00:00,2016-10-12 23:20:00)",0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1018.4,1023.5,56,4.5,19.9,60,0,31,31,33,36,15,26,31,31,33,36,15,26
"8296",2,"[2016-10-12 23:20:00,2016-10-12 23:40:00)",0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1018.4,1023.5,56,4.5,19.9,60,0,31,31,33,36,15,26,31,31,33,36,15,26
"8301",2,"[2016-10-12 23:40:00,2016-10-13 00:00:00)",0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1018.4,1023.5,56,4.5,19.9,60,0,31,31,33,36,15,26,31,31,33,36,15,26
"8306",2,"[2016-10-13 00:00:00,2016-10-13 00:20:00)",0,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1017,1022.1,74,2,19.8,78,0,22,12,15,14,9,6,22,12,15,14,9,6
"8311",2,"[2016-10-13 00:20:00,2016-10-13 00:40:00)",0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1017,1022.1,74,2,19.8,78,0,22,12,15,14,9,6,22,12,15,14,9,6
"8324",2,"[2016-10-13 01:20:00,2016-10-13 01:40:00)",0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1017,1022.1,74,2,19.8,78,0,22,12,15,14,9,6,22,12,15,14,9,6
"8329",2,"[2016-10-13 01:40:00,2016-10-13 02:00:00)",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1017,1022.1,74,2,19.8,78,0,22,12,15,14,9,6,22,12,15,14,9,6
"8346",2,"[2016-10-13 03:00:00,2016-10-13 03:20:00)",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1017.6,1022.7,39,3.7,21.4,64,0,22,12,15,14,9,6,22,12,15,14,9,6
"8363",2,"[2016-10-13 04:20:00,2016-10-13 04:40:00)",0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1017.6,1022.7,39,3.7,21.4,64,0,22,12,15,14,9,6,22,12,15,14,9,6
"8372",2,"[2016-10-13 05:00:00,2016-10-13 05:20:00)",0,19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1015.2,1020.2,48,2.3,21.6,63,0,7,2,3,1,1,2,7,2,3,1,1,2
"8377",2,"[2016-10-13 05:20:00,2016-10-13 05:40:00)",0,21,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1015.2,1020.2,48,2.3,21.6,63,0,7,2,3,1,1,2,7,2,3,1,1,2
"8382",2,"[2016-10-13 05:40:00,2016-10-13 06:00:00)",0,14,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1015.2,1020.2,48,2.3,21.6,63,0,7,2,3,1,1,2,7,2,3,1,1,2
"8387",2,"[2016-10-13 06:00:00,2016-10-13 06:20:00)",0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1015.2,1020.2,48,2.3,21.6,63,0,7,2,3,1,1,2,7,2,3,1,1,2
"8392",2,"[2016-10-13 06:20:00,2016-10-13 06:40:00)",0,54,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1015.2,1020.2,48,2.3,21.6,63,0,7,2,3,1,1,2,7,2,3,1,1,2
"8397",2,"[2016-10-13 06:40:00,2016-10-13 07:00:00)",0,66,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1015.2,1020.2,48,2.3,21.6,63,0,7,2,3,1,1,2,7,2,3,1,1,2
"8402",2,"[2016-10-13 07:00:00,2016-10-13 07:20:00)",0,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1015.2,1020.2,48,2.3,21.6,63,0,19,21,14,23,54,66,19,21,14,23,54,66
"8407",2,"[2016-10-13 07:20:00,2016-10-13 07:40:00)",0,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1015.2,1020.2,48,2.3,21.6,63,0,19,21,14,23,54,66,19,21,14,23,54,66
"8412",2,"[2016-10-13 07:40:00,2016-10-13 08:00:00)",0,145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1015.2,1020.2,48,2.3,21.6,63,0,19,21,14,23,54,66,19,21,14,23,54,66
"8417",2,"[2016-10-13 08:00:00,2016-10-13 08:20:00)",0,112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1015.3,1020.3,46,2.3,21.3,61,0,19,21,14,23,54,66,19,21,14,23,54,66
"8422",2,"[2016-10-13 08:20:00,2016-10-13 08:40:00)",0,121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1015.3,1020.3,46,2.3,21.3,61,0,19,21,14,23,54,66,19,21,14,23,54,66
"8427",2,"[2016-10-13 08:40:00,2016-10-13 09:00:00)",0,121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1015.3,1020.3,46,2.3,21.3,61,0,19,21,14,23,54,66,19,21,14,23,54,66
"8432",2,"[2016-10-13 09:00:00,2016-10-13 09:20:00)",0,127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1015.3,1020.3,46,2.3,21.3,61,0,91,107,145,112,121,121,91,107,145,112,121,121
"8437",2,"[2016-10-13 09:20:00,2016-10-13 09:40:00)",0,101,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1015.3,1020.3,46,2.3,21.3,61,0,91,107,145,112,121,121,91,107,145,112,121,121
"8442",2,"[2016-10-13 09:40:00,2016-10-13 10:00:00)",0,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1015.3,1020.3,46,2.3,21.3,61,0,91,107,145,112,121,121,91,107,145,112,121,121
"8447",2,"[2016-10-13 10:00:00,2016-10-13 10:20:00)",0,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1015.3,1020.3,46,2.3,21.3,61,0,91,107,145,112,121,121,91,107,145,112,121,121
"8452",2,"[2016-10-13 10:20:00,2016-10-13 10:40:00)",0,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1015.3,1020.3,46,2.3,21.3,61,0,91,107,145,112,121,121,91,107,145,112,121,121
"8457",2,"[2016-10-13 10:40:00,2016-10-13 11:00:00)",0,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1015.3,1020.3,46,2.3,21.3,61,0,91,107,145,112,121,121,91,107,145,112,121,121
"8462",2,"[2016-10-13 11:00:00,2016-10-13 11:20:00)",0,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1016.8,1021.9,24,2.2,20.3,69,0,127,101,77,69,75,76,127,101,77,69,75,76
"8467",2,"[2016-10-13 11:20:00,2016-10-13 11:40:00)",0,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.8,1021.9,24,2.2,20.3,69,0,127,101,77,69,75,76,127,101,77,69,75,76
"8472",2,"[2016-10-13 11:40:00,2016-10-13 12:00:00)",0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1016.8,1021.9,24,2.2,20.3,69,0,127,101,77,69,75,76,127,101,77,69,75,76
"8477",2,"[2016-10-13 12:00:00,2016-10-13 12:20:00)",0,71,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1016.8,1021.9,24,2.2,20.3,69,0,127,101,77,69,75,76,127,101,77,69,75,76
"8482",2,"[2016-10-13 12:20:00,2016-10-13 12:40:00)",0,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.8,1021.9,24,2.2,20.3,69,0,127,101,77,69,75,76,127,101,77,69,75,76
"8487",2,"[2016-10-13 12:40:00,2016-10-13 13:00:00)",0,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1016.8,1021.9,24,2.2,20.3,69,0,127,101,77,69,75,76,127,101,77,69,75,76
"8492",2,"[2016-10-13 13:00:00,2016-10-13 13:20:00)",0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1016.8,1021.9,24,2.2,20.3,69,0,77,65,60,71,68,70,77,65,60,71,68,70
"8497",2,"[2016-10-13 13:20:00,2016-10-13 13:40:00)",0,76,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.8,1021.9,24,2.2,20.3,69,0,77,65,60,71,68,70,77,65,60,71,68,70
"8502",2,"[2016-10-13 13:40:00,2016-10-13 14:00:00)",0,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1016.8,1021.9,24,2.2,20.3,69,0,77,65,60,71,68,70,77,65,60,71,68,70
"8507",2,"[2016-10-13 14:00:00,2016-10-13 14:20:00)",0,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1016.6,1021.6,41,1.8,19.8,71,0,77,65,60,71,68,70,77,65,60,71,68,70
"8512",2,"[2016-10-13 14:20:00,2016-10-13 14:40:00)",0,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1016.6,1021.6,41,1.8,19.8,71,0,77,65,60,71,68,70,77,65,60,71,68,70
"8517",2,"[2016-10-13 14:40:00,2016-10-13 15:00:00)",0,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1016.6,1021.6,41,1.8,19.8,71,0,77,65,60,71,68,70,77,65,60,71,68,70
"8522",2,"[2016-10-13 15:00:00,2016-10-13 15:20:00)",0,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1016.6,1021.6,41,1.8,19.8,71,0,73,76,80,86,81,83,73,76,80,86,81,83
"8527",2,"[2016-10-13 15:20:00,2016-10-13 15:40:00)",0,78,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1016.6,1021.6,41,1.8,19.8,71,0,73,76,80,86,81,83,73,76,80,86,81,83
"8532",2,"[2016-10-13 15:40:00,2016-10-13 16:00:00)",0,72,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1016.6,1021.6,41,1.8,19.8,71,0,73,76,80,86,81,83,73,76,80,86,81,83
"8537",2,"[2016-10-13 16:00:00,2016-10-13 16:20:00)",0,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1016.6,1021.6,41,1.8,19.8,71,0,73,76,80,86,81,83,73,76,80,86,81,83
"8542",2,"[2016-10-13 16:20:00,2016-10-13 16:40:00)",0,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1016.6,1021.6,41,1.8,19.8,71,0,73,76,80,86,81,83,73,76,80,86,81,83
"8547",2,"[2016-10-13 16:40:00,2016-10-13 17:00:00)",0,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1016.6,1021.6,41,1.8,19.8,71,0,73,76,80,86,81,83,73,76,80,86,81,83
"8552",2,"[2016-10-13 17:00:00,2016-10-13 17:20:00)",0,77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1015.8,1020.9,352,1.5,19.1,75,0,91,78,72,81,79,74,91,78,72,81,79,74
"8557",2,"[2016-10-13 17:20:00,2016-10-13 17:40:00)",0,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1015.8,1020.9,352,1.5,19.1,75,0,91,78,72,81,79,74,91,78,72,81,79,74
"8562",2,"[2016-10-13 17:40:00,2016-10-13 18:00:00)",0,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1015.8,1020.9,352,1.5,19.1,75,0,91,78,72,81,79,74,91,78,72,81,79,74
"8567",2,"[2016-10-13 18:00:00,2016-10-13 18:20:00)",0,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1015.8,1020.9,352,1.5,19.1,75,0,91,78,72,81,79,74,91,78,72,81,79,74
"8572",2,"[2016-10-13 18:20:00,2016-10-13 18:40:00)",0,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1015.8,1020.9,352,1.5,19.1,75,0,91,78,72,81,79,74,91,78,72,81,79,74
"8577",2,"[2016-10-13 18:40:00,2016-10-13 19:00:00)",0,52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1015.8,1020.9,352,1.5,19.1,75,0,91,78,72,81,79,74,91,78,72,81,79,74
"8582",2,"[2016-10-13 19:00:00,2016-10-13 19:20:00)",0,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1015.8,1020.9,352,1.5,19.1,75,0,77,80,80,73,70,52,77,80,80,73,70,52
"8587",2,"[2016-10-13 19:20:00,2016-10-13 19:40:00)",0,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1015.8,1020.9,352,1.5,19.1,75,0,77,80,80,73,70,52,77,80,80,73,70,52
"8592",2,"[2016-10-13 19:40:00,2016-10-13 20:00:00)",0,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1015.8,1020.9,352,1.5,19.1,75,0,77,80,80,73,70,52,77,80,80,73,70,52
