"","tollgate_id","time_window","direction","volume","Friday","Monday","Saturday","Sunday","Thursday","Tuesday","Wednesday","hour__0","hour__1","hour__2","hour__3","hour__4","hour__5","hour__6","hour__7","hour__8","hour__9","hour__10","hour__11","hour__12","hour__13","hour__14","hour__15","hour__16","hour__17","hour__18","hour__19","hour__20","hour__21","hour__22","hour__23","X0","X20","X40","holiday","pressure","sea_pressure","wind_direction","wind_speed","temperature","rel_humidity","precipitation"
"6103",3,"[2016-10-06 15:40:00,2016-10-06 16:00:00)",0,113,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1014.2,1019.2,87,1.8,21.5,76,0
"6108",3,"[2016-10-06 16:00:00,2016-10-06 16:20:00)",0,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1014.2,1019.2,87,1.8,21.5,76,0
"6113",3,"[2016-10-06 16:20:00,2016-10-06 16:40:00)",0,112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1014.2,1019.2,87,1.8,21.5,76,0
"6118",3,"[2016-10-06 16:40:00,2016-10-06 17:00:00)",0,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1014.2,1019.2,87,1.8,21.5,76,0
"6123",3,"[2016-10-06 17:00:00,2016-10-06 17:20:00)",0,105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1012.8,1017.8,4,1.5,20.9,80,0
"6128",3,"[2016-10-06 17:20:00,2016-10-06 17:40:00)",0,106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1012.8,1017.8,4,1.5,20.9,80,0
"6133",3,"[2016-10-06 17:40:00,2016-10-06 18:00:00)",0,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1012.8,1017.8,4,1.5,20.9,80,0
"6138",3,"[2016-10-06 18:00:00,2016-10-06 18:20:00)",0,91,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1012.8,1017.8,4,1.5,20.9,80,0
"6143",3,"[2016-10-06 18:20:00,2016-10-06 18:40:00)",0,80,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1012.8,1017.8,4,1.5,20.9,80,0
"6148",3,"[2016-10-06 18:40:00,2016-10-06 19:00:00)",0,62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1012.8,1017.8,4,1.5,20.9,80,0
"6153",3,"[2016-10-06 19:00:00,2016-10-06 19:20:00)",0,64,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1012.8,1017.8,4,1.5,20.9,80,0
"6158",3,"[2016-10-06 19:20:00,2016-10-06 19:40:00)",0,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1012.8,1017.8,4,1.5,20.9,80,0
"6163",3,"[2016-10-06 19:40:00,2016-10-06 20:00:00)",0,125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1012.8,1017.8,4,1.5,20.9,80,0
"6168",3,"[2016-10-06 20:00:00,2016-10-06 20:20:00)",0,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1012,1017,25,2.3,20.1,81,0
"6173",3,"[2016-10-06 20:20:00,2016-10-06 20:40:00)",0,109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1012,1017,25,2.3,20.1,81,0
"6178",3,"[2016-10-06 20:40:00,2016-10-06 21:00:00)",0,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1012,1017,25,2.3,20.1,81,0
"6183",3,"[2016-10-06 21:00:00,2016-10-06 21:20:00)",0,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1012,1017,25,2.3,20.1,81,0
"6188",3,"[2016-10-06 21:20:00,2016-10-06 21:40:00)",0,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1012,1017,25,2.3,20.1,81,0
"6192",3,"[2016-10-06 21:40:00,2016-10-06 22:00:00)",0,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1012,1017,25,2.3,20.1,81,0
"6197",3,"[2016-10-06 22:00:00,2016-10-06 22:20:00)",0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1012,1017,25,2.3,20.1,81,0
"6202",3,"[2016-10-06 22:20:00,2016-10-06 22:40:00)",0,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1012,1017,25,2.3,20.1,81,0
"6207",3,"[2016-10-06 22:40:00,2016-10-06 23:00:00)",0,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1012,1017,25,2.3,20.1,81,0
"6212",3,"[2016-10-06 23:00:00,2016-10-06 23:20:00)",0,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1014.9,1019.9,56,4.1,23.1,81,0
"6216",3,"[2016-10-06 23:20:00,2016-10-06 23:40:00)",0,47,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1014.9,1019.9,56,4.1,23.1,81,0
"6220",3,"[2016-10-06 23:40:00,2016-10-07 00:00:00)",0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1014.9,1019.9,56,4.1,23.1,81,0
"6224",3,"[2016-10-07 00:00:00,2016-10-07 00:20:00)",0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1012.5,1017.5,38,3.3,20.3,83,0
"6228",3,"[2016-10-07 00:20:00,2016-10-07 00:40:00)",0,22,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1012.5,1017.5,38,3.3,20.3,83,0
"6232",3,"[2016-10-07 00:40:00,2016-10-07 01:00:00)",0,26,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1012.5,1017.5,38,3.3,20.3,83,0
"6235",3,"[2016-10-07 01:00:00,2016-10-07 01:20:00)",0,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1012.5,1017.5,38,3.3,20.3,83,0
"6239",3,"[2016-10-07 01:20:00,2016-10-07 01:40:00)",0,25,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1012.5,1017.5,38,3.3,20.3,83,0
"6243",3,"[2016-10-07 01:40:00,2016-10-07 02:00:00)",0,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1012.5,1017.5,38,3.3,20.3,83,0
"6247",3,"[2016-10-07 02:00:00,2016-10-07 02:20:00)",0,14,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1010.9,1015.9,331,1.8,20.2,92,0.3
"6251",3,"[2016-10-07 02:20:00,2016-10-07 02:40:00)",0,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1010.9,1015.9,331,1.8,20.2,92,0.3
"6255",3,"[2016-10-07 02:40:00,2016-10-07 03:00:00)",0,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1010.9,1015.9,331,1.8,20.2,92,0.3
"6259",3,"[2016-10-07 03:00:00,2016-10-07 03:20:00)",0,20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1010.9,1015.9,331,1.8,20.2,92,0.3
"6263",3,"[2016-10-07 03:20:00,2016-10-07 03:40:00)",0,14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1010.9,1015.9,331,1.8,20.2,92,0.3
"6267",3,"[2016-10-07 03:40:00,2016-10-07 04:00:00)",0,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1010.9,1015.9,331,1.8,20.2,92,0.3
"6271",3,"[2016-10-07 04:00:00,2016-10-07 04:20:00)",0,23,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1010.9,1015.9,331,1.8,20.2,92,0.3
"6275",3,"[2016-10-07 04:20:00,2016-10-07 04:40:00)",0,19,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1010.9,1015.9,331,1.8,20.2,92,0.3
"6279",3,"[2016-10-07 04:40:00,2016-10-07 05:00:00)",0,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1010.9,1015.9,331,1.8,20.2,92,0.3
"6283",3,"[2016-10-07 05:00:00,2016-10-07 05:20:00)",0,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1009.1,1014.1,299,2.5,20,96,0
"6287",3,"[2016-10-07 05:20:00,2016-10-07 05:40:00)",0,19,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1009.1,1014.1,299,2.5,20,96,0
"6292",3,"[2016-10-07 05:40:00,2016-10-07 06:00:00)",0,30,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1009.1,1014.1,299,2.5,20,96,0
"6297",3,"[2016-10-07 06:00:00,2016-10-07 06:20:00)",0,53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1009.1,1014.1,299,2.5,20,96,0
"6302",3,"[2016-10-07 06:20:00,2016-10-07 06:40:00)",0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1009.1,1014.1,299,2.5,20,96,0
"6307",3,"[2016-10-07 06:40:00,2016-10-07 07:00:00)",0,71,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1009.1,1014.1,299,2.5,20,96,0
"6312",3,"[2016-10-07 07:00:00,2016-10-07 07:20:00)",0,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1009.1,1014.1,299,2.5,20,96,0
"6317",3,"[2016-10-07 07:20:00,2016-10-07 07:40:00)",0,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1009.1,1014.1,299,2.5,20,96,0
"6322",3,"[2016-10-07 07:40:00,2016-10-07 08:00:00)",0,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1009.1,1014.1,299,2.5,20,96,0
"6327",3,"[2016-10-07 08:00:00,2016-10-07 08:20:00)",0,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.7,1013.7,310,1.5,20.4,97,0
"6332",3,"[2016-10-07 08:20:00,2016-10-07 08:40:00)",0,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1008.7,1013.7,310,1.5,20.4,97,0
"6337",3,"[2016-10-07 08:40:00,2016-10-07 09:00:00)",0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008.7,1013.7,310,1.5,20.4,97,0
"6342",3,"[2016-10-07 09:00:00,2016-10-07 09:20:00)",0,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.7,1013.7,310,1.5,20.4,97,0
"6347",3,"[2016-10-07 09:20:00,2016-10-07 09:40:00)",0,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1008.7,1013.7,310,1.5,20.4,97,0
"6352",3,"[2016-10-07 09:40:00,2016-10-07 10:00:00)",0,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008.7,1013.7,310,1.5,20.4,97,0
"6357",3,"[2016-10-07 10:00:00,2016-10-07 10:20:00)",0,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.7,1013.7,310,1.5,20.4,97,0
"6362",3,"[2016-10-07 10:20:00,2016-10-07 10:40:00)",0,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1008.7,1013.7,310,1.5,20.4,97,0
"6367",3,"[2016-10-07 10:40:00,2016-10-07 11:00:00)",0,89,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008.7,1013.7,310,1.5,20.4,97,0
"6372",3,"[2016-10-07 11:00:00,2016-10-07 11:20:00)",0,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.9,1013.9,319,1.8,20.7,98,0.6
"6377",3,"[2016-10-07 11:20:00,2016-10-07 11:40:00)",0,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1008.9,1013.9,319,1.8,20.7,98,0.6
"6382",3,"[2016-10-07 11:40:00,2016-10-07 12:00:00)",0,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008.9,1013.9,319,1.8,20.7,98,0.6
"6387",3,"[2016-10-07 12:00:00,2016-10-07 12:20:00)",0,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.9,1013.9,319,1.8,20.7,98,0.6
"6392",3,"[2016-10-07 12:20:00,2016-10-07 12:40:00)",0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1008.9,1013.9,319,1.8,20.7,98,0.6
"6397",3,"[2016-10-07 12:40:00,2016-10-07 13:00:00)",0,116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008.9,1013.9,319,1.8,20.7,98,0.6
"6402",3,"[2016-10-07 13:00:00,2016-10-07 13:20:00)",0,127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.9,1013.9,319,1.8,20.7,98,0.6
"6407",3,"[2016-10-07 13:20:00,2016-10-07 13:40:00)",0,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1008.9,1013.9,319,1.8,20.7,98,0.6
"6412",3,"[2016-10-07 13:40:00,2016-10-07 14:00:00)",0,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1008.9,1013.9,319,1.8,20.7,98,0.6
"6417",3,"[2016-10-07 14:00:00,2016-10-07 14:20:00)",0,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1008.9,1013.9,353,2.5,20.9,98,2.5
"6422",3,"[2016-10-07 14:20:00,2016-10-07 14:40:00)",0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1008.9,1013.9,353,2.5,20.9,98,2.5
"6427",3,"[2016-10-07 14:40:00,2016-10-07 15:00:00)",0,143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1008.9,1013.9,353,2.5,20.9,98,2.5
"6432",3,"[2016-10-07 15:00:00,2016-10-07 15:20:00)",0,155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1008.9,1013.9,353,2.5,20.9,98,2.5
"6437",3,"[2016-10-07 15:20:00,2016-10-07 15:40:00)",0,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1008.9,1013.9,353,2.5,20.9,98,2.5
"6442",3,"[2016-10-07 15:40:00,2016-10-07 16:00:00)",0,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1008.9,1013.9,353,2.5,20.9,98,2.5
"6447",3,"[2016-10-07 16:00:00,2016-10-07 16:20:00)",0,129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1008.9,1013.9,353,2.5,20.9,98,2.5
"6452",3,"[2016-10-07 16:20:00,2016-10-07 16:40:00)",0,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1008.9,1013.9,353,2.5,20.9,98,2.5
"6457",3,"[2016-10-07 16:40:00,2016-10-07 17:00:00)",0,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1008.9,1013.9,353,2.5,20.9,98,2.5
"6462",3,"[2016-10-07 17:00:00,2016-10-07 17:20:00)",0,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1008.1,1013.1,342,4.1,20.4,97,2
"6467",3,"[2016-10-07 17:20:00,2016-10-07 17:40:00)",0,101,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1008.1,1013.1,342,4.1,20.4,97,2
"6472",3,"[2016-10-07 17:40:00,2016-10-07 18:00:00)",0,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1008.1,1013.1,342,4.1,20.4,97,2
"6477",3,"[2016-10-07 18:00:00,2016-10-07 18:20:00)",0,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1008.1,1013.1,342,4.1,20.4,97,2
"6482",3,"[2016-10-07 18:20:00,2016-10-07 18:40:00)",0,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1008.1,1013.1,342,4.1,20.4,97,2
"6487",3,"[2016-10-07 18:40:00,2016-10-07 19:00:00)",0,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1008.1,1013.1,342,4.1,20.4,97,2
"6492",3,"[2016-10-07 19:00:00,2016-10-07 19:20:00)",0,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1008.1,1013.1,342,4.1,20.4,97,2
"6497",3,"[2016-10-07 19:20:00,2016-10-07 19:40:00)",0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1008.1,1013.1,342,4.1,20.4,97,2
"6502",3,"[2016-10-07 19:40:00,2016-10-07 20:00:00)",0,102,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1008.1,1013.1,342,4.1,20.4,97,2
"6507",3,"[2016-10-07 20:00:00,2016-10-07 20:20:00)",0,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1008.2,1013.2,355,4.8,20,97,1.9
"6512",3,"[2016-10-07 20:20:00,2016-10-07 20:40:00)",0,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1008.2,1013.2,355,4.8,20,97,1.9
"6517",3,"[2016-10-07 20:40:00,2016-10-07 21:00:00)",0,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1008.2,1013.2,355,4.8,20,97,1.9
"6522",3,"[2016-10-07 21:00:00,2016-10-07 21:20:00)",0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1008.2,1013.2,355,4.8,20,97,1.9
"6527",3,"[2016-10-07 21:20:00,2016-10-07 21:40:00)",0,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1008.2,1013.2,355,4.8,20,97,1.9
"6532",3,"[2016-10-07 21:40:00,2016-10-07 22:00:00)",0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1008.2,1013.2,355,4.8,20,97,1.9
"6537",3,"[2016-10-07 22:00:00,2016-10-07 22:20:00)",0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1008.2,1013.2,355,4.8,20,97,1.9
"6542",3,"[2016-10-07 22:20:00,2016-10-07 22:40:00)",0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1008.2,1013.2,355,4.8,20,97,1.9
"6547",3,"[2016-10-07 22:40:00,2016-10-07 23:00:00)",0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1008.2,1013.2,355,4.8,20,97,1.9
"6552",3,"[2016-10-07 23:00:00,2016-10-07 23:20:00)",0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1012.5,1017.5,38,3.3,20.3,83,0
"6557",3,"[2016-10-07 23:20:00,2016-10-07 23:40:00)",0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1012.5,1017.5,38,3.3,20.3,83,0
"6561",3,"[2016-10-07 23:40:00,2016-10-08 00:00:00)",0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1012.5,1017.5,38,3.3,20.3,83,0
"6565",3,"[2016-10-08 00:00:00,2016-10-08 00:20:00)",0,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1010.6,1015.6,2,4.2,19.4,94,1
"6570",3,"[2016-10-08 00:20:00,2016-10-08 00:40:00)",0,21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1010.6,1015.6,2,4.2,19.4,94,1
"6574",3,"[2016-10-08 00:40:00,2016-10-08 01:00:00)",0,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1010.6,1015.6,2,4.2,19.4,94,1
"6579",3,"[2016-10-08 01:00:00,2016-10-08 01:20:00)",0,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1010.6,1015.6,2,4.2,19.4,94,1
"6583",3,"[2016-10-08 01:20:00,2016-10-08 01:40:00)",0,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1010.6,1015.6,2,4.2,19.4,94,1
"6587",3,"[2016-10-08 01:40:00,2016-10-08 02:00:00)",0,13,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1010.6,1015.6,2,4.2,19.4,94,1
