,time_window,volume,hour__6,hour__7,hour__8,hour__9,hour__15,hour__16,hour__17,hour__18
3912,"[2016-10-13 06:40:00,2016-10-13 07:00:00)",76,1,0,0,0,0,0,0,0
3913,"[2016-10-13 07:00:00,2016-10-13 07:20:00)",81,0,1,0,0,0,0,0,0
3914,"[2016-10-13 07:20:00,2016-10-13 07:40:00)",95,0,1,0,0,0,0,0,0
3915,"[2016-10-13 07:40:00,2016-10-13 08:00:00)",105,0,1,0,0,0,0,0,0
3916,"[2016-10-13 08:00:00,2016-10-13 08:20:00)",107,0,0,1,0,0,0,0,0
3917,"[2016-10-13 08:20:00,2016-10-13 08:40:00)",114,0,0,1,0,0,0,0,0
3918,"[2016-10-13 08:40:00,2016-10-13 09:00:00)",130,0,0,1,0,0,0,0,0
3919,"[2016-10-13 09:00:00,2016-10-13 09:20:00)",122,0,0,0,1,0,0,0,0
3920,"[2016-10-13 09:20:00,2016-10-13 09:40:00)",98,0,0,0,1,0,0,0,0
3921,"[2016-10-13 09:40:00,2016-10-13 10:00:00)",114,0,0,0,1,0,0,0,0
3982,"[2016-10-14 06:00:00,2016-10-14 06:20:00)",34,1,0,0,0,0,0,0,0
3983,"[2016-10-14 06:20:00,2016-10-14 06:40:00)",48,1,0,0,0,0,0,0,0
3984,"[2016-10-14 06:40:00,2016-10-14 07:00:00)",57,1,0,0,0,0,0,0,0
3985,"[2016-10-14 07:00:00,2016-10-14 07:20:00)",72,0,1,0,0,0,0,0,0
3986,"[2016-10-14 07:20:00,2016-10-14 07:40:00)",78,0,1,0,0,0,0,0,0
3987,"[2016-10-14 07:40:00,2016-10-14 08:00:00)",120,0,1,0,0,0,0,0,0
3988,"[2016-10-14 08:00:00,2016-10-14 08:20:00)",108,0,0,1,0,0,0,0,0
3989,"[2016-10-14 08:20:00,2016-10-14 08:40:00)",107,0,0,1,0,0,0,0,0
3990,"[2016-10-14 08:40:00,2016-10-14 09:00:00)",108,0,0,1,0,0,0,0,0
3991,"[2016-10-14 09:00:00,2016-10-14 09:20:00)",126,0,0,0,1,0,0,0,0
3992,"[2016-10-14 09:20:00,2016-10-14 09:40:00)",111,0,0,0,1,0,0,0,0
3993,"[2016-10-14 09:40:00,2016-10-14 10:00:00)",152,0,0,0,1,0,0,0,0
4054,"[2016-10-15 06:00:00,2016-10-15 06:20:00)",43,1,0,0,0,0,0,0,0
4055,"[2016-10-15 06:20:00,2016-10-15 06:40:00)",44,1,0,0,0,0,0,0,0
4056,"[2016-10-15 06:40:00,2016-10-15 07:00:00)",59,1,0,0,0,0,0,0,0
4057,"[2016-10-15 07:00:00,2016-10-15 07:20:00)",49,0,1,0,0,0,0,0,0
4058,"[2016-10-15 07:20:00,2016-10-15 07:40:00)",75,0,1,0,0,0,0,0,0
4059,"[2016-10-15 07:40:00,2016-10-15 08:00:00)",72,0,1,0,0,0,0,0,0
4060,"[2016-10-15 08:00:00,2016-10-15 08:20:00)",73,0,0,1,0,0,0,0,0
4061,"[2016-10-15 08:20:00,2016-10-15 08:40:00)",103,0,0,1,0,0,0,0,0
4062,"[2016-10-15 08:40:00,2016-10-15 09:00:00)",123,0,0,1,0,0,0,0,0
4063,"[2016-10-15 09:00:00,2016-10-15 09:20:00)",110,0,0,0,1,0,0,0,0
4064,"[2016-10-15 09:20:00,2016-10-15 09:40:00)",103,0,0,0,1,0,0,0,0
4065,"[2016-10-15 09:40:00,2016-10-15 10:00:00)",121,0,0,0,1,0,0,0,0
4126,"[2016-10-16 06:00:00,2016-10-16 06:20:00)",37,1,0,0,0,0,0,0,0
4127,"[2016-10-16 06:20:00,2016-10-16 06:40:00)",32,1,0,0,0,0,0,0,0
4128,"[2016-10-16 06:40:00,2016-10-16 07:00:00)",58,1,0,0,0,0,0,0,0
4129,"[2016-10-16 07:00:00,2016-10-16 07:20:00)",36,0,1,0,0,0,0,0,0
4130,"[2016-10-16 07:20:00,2016-10-16 07:40:00)",50,0,1,0,0,0,0,0,0
4131,"[2016-10-16 07:40:00,2016-10-16 08:00:00)",39,0,1,0,0,0,0,0,0
4132,"[2016-10-16 08:00:00,2016-10-16 08:20:00)",47,0,0,1,0,0,0,0,0
4133,"[2016-10-16 08:20:00,2016-10-16 08:40:00)",72,0,0,1,0,0,0,0,0
4134,"[2016-10-16 08:40:00,2016-10-16 09:00:00)",67,0,0,1,0,0,0,0,0
4135,"[2016-10-16 09:00:00,2016-10-16 09:20:00)",100,0,0,0,1,0,0,0,0
4136,"[2016-10-16 09:20:00,2016-10-16 09:40:00)",108,0,0,0,1,0,0,0,0
4137,"[2016-10-16 09:40:00,2016-10-16 10:00:00)",108,0,0,0,1,0,0,0,0
4198,"[2016-10-17 06:00:00,2016-10-17 06:20:00)",45,1,0,0,0,0,0,0,0
4199,"[2016-10-17 06:20:00,2016-10-17 06:40:00)",68,1,0,0,0,0,0,0,0
4200,"[2016-10-17 06:40:00,2016-10-17 07:00:00)",73,1,0,0,0,0,0,0,0
4201,"[2016-10-17 07:00:00,2016-10-17 07:20:00)",106,0,1,0,0,0,0,0,0
4202,"[2016-10-17 07:20:00,2016-10-17 07:40:00)",120,0,1,0,0,0,0,0,0
4203,"[2016-10-17 07:40:00,2016-10-17 08:00:00)",130,0,1,0,0,0,0,0,0
4204,"[2016-10-17 08:00:00,2016-10-17 08:20:00)",132,0,0,1,0,0,0,0,0
4205,"[2016-10-17 08:20:00,2016-10-17 08:40:00)",140,0,0,1,0,0,0,0,0
4206,"[2016-10-17 08:40:00,2016-10-17 09:00:00)",141,0,0,1,0,0,0,0,0
4207,"[2016-10-17 09:00:00,2016-10-17 09:20:00)",161,0,0,0,1,0,0,0,0
4208,"[2016-10-17 09:20:00,2016-10-17 09:40:00)",120,0,0,0,1,0,0,0,0
4209,"[2016-10-17 09:40:00,2016-10-17 10:00:00)",121,0,0,0,1,0,0,0,0
4252,"[2016-10-18 06:00:00,2016-10-18 06:20:00)",37,1,0,0,0,0,0,0,0
4253,"[2016-10-18 06:20:00,2016-10-18 06:40:00)",47,1,0,0,0,0,0,0,0
4254,"[2016-10-18 06:40:00,2016-10-18 07:00:00)",72,1,0,0,0,0,0,0,0
4255,"[2016-10-18 07:00:00,2016-10-18 07:20:00)",68,0,1,0,0,0,0,0,0
4256,"[2016-10-18 07:20:00,2016-10-18 07:40:00)",94,0,1,0,0,0,0,0,0
4257,"[2016-10-18 07:40:00,2016-10-18 08:00:00)",105,0,1,0,0,0,0,0,0
4264,"[2016-10-19 06:00:00,2016-10-19 06:20:00)",48,1,0,0,0,0,0,0,0
4265,"[2016-10-19 06:20:00,2016-10-19 06:40:00)",28,1,0,0,0,0,0,0,0
4266,"[2016-10-19 06:40:00,2016-10-19 07:00:00)",57,1,0,0,0,0,0,0,0
4267,"[2016-10-19 07:00:00,2016-10-19 07:20:00)",67,0,1,0,0,0,0,0,0
4268,"[2016-10-19 07:20:00,2016-10-19 07:40:00)",98,0,1,0,0,0,0,0,0
4269,"[2016-10-19 07:40:00,2016-10-19 08:00:00)",103,0,1,0,0,0,0,0,0
4276,"[2016-10-20 06:00:00,2016-10-20 06:20:00)",46,1,0,0,0,0,0,0,0
4277,"[2016-10-20 06:20:00,2016-10-20 06:40:00)",27,1,0,0,0,0,0,0,0
4278,"[2016-10-20 06:40:00,2016-10-20 07:00:00)",55,1,0,0,0,0,0,0,0
4279,"[2016-10-20 07:00:00,2016-10-20 07:20:00)",71,0,1,0,0,0,0,0,0
4280,"[2016-10-20 07:20:00,2016-10-20 07:40:00)",88,0,1,0,0,0,0,0,0
4281,"[2016-10-20 07:40:00,2016-10-20 08:00:00)",111,0,1,0,0,0,0,0,0
4288,"[2016-10-21 06:00:00,2016-10-21 06:20:00)",33,1,0,0,0,0,0,0,0
4289,"[2016-10-21 06:20:00,2016-10-21 06:40:00)",39,1,0,0,0,0,0,0,0
4290,"[2016-10-21 06:40:00,2016-10-21 07:00:00)",54,1,0,0,0,0,0,0,0
4291,"[2016-10-21 07:00:00,2016-10-21 07:20:00)",65,0,1,0,0,0,0,0,0
4292,"[2016-10-21 07:20:00,2016-10-21 07:40:00)",102,0,1,0,0,0,0,0,0
4293,"[2016-10-21 07:40:00,2016-10-21 08:00:00)",87,0,1,0,0,0,0,0,0
4300,"[2016-10-22 06:00:00,2016-10-22 06:20:00)",31,1,0,0,0,0,0,0,0
4301,"[2016-10-22 06:20:00,2016-10-22 06:40:00)",36,1,0,0,0,0,0,0,0
4302,"[2016-10-22 06:40:00,2016-10-22 07:00:00)",56,1,0,0,0,0,0,0,0
4303,"[2016-10-22 07:00:00,2016-10-22 07:20:00)",49,0,1,0,0,0,0,0,0
4304,"[2016-10-22 07:20:00,2016-10-22 07:40:00)",44,0,1,0,0,0,0,0,0
4305,"[2016-10-22 07:40:00,2016-10-22 08:00:00)",74,0,1,0,0,0,0,0,0
4312,"[2016-10-23 06:00:00,2016-10-23 06:20:00)",26,1,0,0,0,0,0,0,0
4313,"[2016-10-23 06:20:00,2016-10-23 06:40:00)",50,1,0,0,0,0,0,0,0
4314,"[2016-10-23 06:40:00,2016-10-23 07:00:00)",33,1,0,0,0,0,0,0,0
4315,"[2016-10-23 07:00:00,2016-10-23 07:20:00)",45,0,1,0,0,0,0,0,0
4316,"[2016-10-23 07:20:00,2016-10-23 07:40:00)",41,0,1,0,0,0,0,0,0
4317,"[2016-10-23 07:40:00,2016-10-23 08:00:00)",66,0,1,0,0,0,0,0,0
4324,"[2016-10-24 06:00:00,2016-10-24 06:20:00)",31,1,0,0,0,0,0,0,0
4325,"[2016-10-24 06:20:00,2016-10-24 06:40:00)",57,1,0,0,0,0,0,0,0
4326,"[2016-10-24 06:40:00,2016-10-24 07:00:00)",59,1,0,0,0,0,0,0,0
4327,"[2016-10-24 07:00:00,2016-10-24 07:20:00)",76,0,1,0,0,0,0,0,0
4328,"[2016-10-24 07:20:00,2016-10-24 07:40:00)",116,0,1,0,0,0,0,0,0
4329,"[2016-10-24 07:40:00,2016-10-24 08:00:00)",126,0,1,0,0,0,0,0,0
4342,"[2016-09-19 06:00:00,2016-09-19 06:20:00)",30,1,0,0,0,0,0,0,0
4343,"[2016-09-19 06:20:00,2016-09-19 06:40:00)",36,1,0,0,0,0,0,0,0
4344,"[2016-09-19 06:40:00,2016-09-19 07:00:00)",37,1,0,0,0,0,0,0,0
4345,"[2016-09-19 07:00:00,2016-09-19 07:20:00)",84,0,1,0,0,0,0,0,0
4346,"[2016-09-19 07:20:00,2016-09-19 07:40:00)",80,0,1,0,0,0,0,0,0
4347,"[2016-09-19 07:40:00,2016-09-19 08:00:00)",97,0,1,0,0,0,0,0,0
4348,"[2016-09-19 08:00:00,2016-09-19 08:20:00)",129,0,0,1,0,0,0,0,0
4349,"[2016-09-19 08:20:00,2016-09-19 08:40:00)",122,0,0,1,0,0,0,0,0
4350,"[2016-09-19 08:40:00,2016-09-19 09:00:00)",98,0,0,1,0,0,0,0,0
4351,"[2016-09-19 09:00:00,2016-09-19 09:20:00)",89,0,0,0,1,0,0,0,0
4352,"[2016-09-19 09:20:00,2016-09-19 09:40:00)",78,0,0,0,1,0,0,0,0
4353,"[2016-09-19 09:40:00,2016-09-19 10:00:00)",59,0,0,0,1,0,0,0,0
4402,"[2016-09-20 06:00:00,2016-09-20 06:20:00)",33,1,0,0,0,0,0,0,0
4403,"[2016-09-20 06:20:00,2016-09-20 06:40:00)",31,1,0,0,0,0,0,0,0
4404,"[2016-09-20 06:40:00,2016-09-20 07:00:00)",54,1,0,0,0,0,0,0,0
4405,"[2016-09-20 07:00:00,2016-09-20 07:20:00)",79,0,1,0,0,0,0,0,0
4406,"[2016-09-20 07:20:00,2016-09-20 07:40:00)",86,0,1,0,0,0,0,0,0
4407,"[2016-09-20 07:40:00,2016-09-20 08:00:00)",93,0,1,0,0,0,0,0,0
4408,"[2016-09-20 08:00:00,2016-09-20 08:20:00)",112,0,0,1,0,0,0,0,0
4409,"[2016-09-20 08:20:00,2016-09-20 08:40:00)",111,0,0,1,0,0,0,0,0
4410,"[2016-09-20 08:40:00,2016-09-20 09:00:00)",112,0,0,1,0,0,0,0,0
4411,"[2016-09-20 09:00:00,2016-09-20 09:20:00)",105,0,0,0,1,0,0,0,0
4412,"[2016-09-20 09:20:00,2016-09-20 09:40:00)",99,0,0,0,1,0,0,0,0
4413,"[2016-09-20 09:40:00,2016-09-20 10:00:00)",87,0,0,0,1,0,0,0,0
4463,"[2016-09-21 06:00:00,2016-09-21 06:20:00)",6,1,0,0,0,0,0,0,0
4464,"[2016-09-21 06:20:00,2016-09-21 06:40:00)",9,1,0,0,0,0,0,0,0
4465,"[2016-09-21 06:40:00,2016-09-21 07:00:00)",14,1,0,0,0,0,0,0,0
4466,"[2016-09-21 07:00:00,2016-09-21 07:20:00)",42,0,1,0,0,0,0,0,0
4467,"[2016-09-21 07:20:00,2016-09-21 07:40:00)",37,0,1,0,0,0,0,0,0
4468,"[2016-09-21 07:40:00,2016-09-21 08:00:00)",44,0,1,0,0,0,0,0,0
4469,"[2016-09-21 08:00:00,2016-09-21 08:20:00)",37,0,0,1,0,0,0,0,0
4470,"[2016-09-21 08:20:00,2016-09-21 08:40:00)",30,0,0,1,0,0,0,0,0
4471,"[2016-09-21 08:40:00,2016-09-21 09:00:00)",66,0,0,1,0,0,0,0,0
4472,"[2016-09-21 09:00:00,2016-09-21 09:20:00)",104,0,0,0,1,0,0,0,0
4473,"[2016-09-21 09:20:00,2016-09-21 09:40:00)",100,0,0,0,1,0,0,0,0
4474,"[2016-09-21 09:40:00,2016-09-21 10:00:00)",80,0,0,0,1,0,0,0,0
4522,"[2016-09-22 06:00:00,2016-09-22 06:20:00)",30,1,0,0,0,0,0,0,0
4523,"[2016-09-22 06:20:00,2016-09-22 06:40:00)",31,1,0,0,0,0,0,0,0
4524,"[2016-09-22 06:40:00,2016-09-22 07:00:00)",38,1,0,0,0,0,0,0,0
4525,"[2016-09-22 07:00:00,2016-09-22 07:20:00)",72,0,1,0,0,0,0,0,0
4526,"[2016-09-22 07:20:00,2016-09-22 07:40:00)",79,0,1,0,0,0,0,0,0
4527,"[2016-09-22 07:40:00,2016-09-22 08:00:00)",100,0,1,0,0,0,0,0,0
4528,"[2016-09-22 08:00:00,2016-09-22 08:20:00)",108,0,0,1,0,0,0,0,0
4529,"[2016-09-22 08:20:00,2016-09-22 08:40:00)",110,0,0,1,0,0,0,0,0
4530,"[2016-09-22 08:40:00,2016-09-22 09:00:00)",101,0,0,1,0,0,0,0,0
4531,"[2016-09-22 09:00:00,2016-09-22 09:20:00)",96,0,0,0,1,0,0,0,0
4532,"[2016-09-22 09:20:00,2016-09-22 09:40:00)",81,0,0,0,1,0,0,0,0
4533,"[2016-09-22 09:40:00,2016-09-22 10:00:00)",65,0,0,0,1,0,0,0,0
4583,"[2016-09-23 06:00:00,2016-09-23 06:20:00)",31,1,0,0,0,0,0,0,0
4584,"[2016-09-23 06:20:00,2016-09-23 06:40:00)",32,1,0,0,0,0,0,0,0
4585,"[2016-09-23 06:40:00,2016-09-23 07:00:00)",54,1,0,0,0,0,0,0,0
4586,"[2016-09-23 07:00:00,2016-09-23 07:20:00)",82,0,1,0,0,0,0,0,0
4587,"[2016-09-23 07:20:00,2016-09-23 07:40:00)",91,0,1,0,0,0,0,0,0
4588,"[2016-09-23 07:40:00,2016-09-23 08:00:00)",103,0,1,0,0,0,0,0,0
4589,"[2016-09-23 08:00:00,2016-09-23 08:20:00)",112,0,0,1,0,0,0,0,0
4590,"[2016-09-23 08:20:00,2016-09-23 08:40:00)",106,0,0,1,0,0,0,0,0
4591,"[2016-09-23 08:40:00,2016-09-23 09:00:00)",118,0,0,1,0,0,0,0,0
4592,"[2016-09-23 09:00:00,2016-09-23 09:20:00)",92,0,0,0,1,0,0,0,0
4593,"[2016-09-23 09:20:00,2016-09-23 09:40:00)",93,0,0,0,1,0,0,0,0
4594,"[2016-09-23 09:40:00,2016-09-23 10:00:00)",76,0,0,0,1,0,0,0,0
4646,"[2016-09-24 06:00:00,2016-09-24 06:20:00)",30,1,0,0,0,0,0,0,0
4647,"[2016-09-24 06:20:00,2016-09-24 06:40:00)",31,1,0,0,0,0,0,0,0
4648,"[2016-09-24 06:40:00,2016-09-24 07:00:00)",45,1,0,0,0,0,0,0,0
4649,"[2016-09-24 07:00:00,2016-09-24 07:20:00)",46,0,1,0,0,0,0,0,0
4650,"[2016-09-24 07:20:00,2016-09-24 07:40:00)",64,0,1,0,0,0,0,0,0
4651,"[2016-09-24 07:40:00,2016-09-24 08:00:00)",82,0,1,0,0,0,0,0,0
4652,"[2016-09-24 08:00:00,2016-09-24 08:20:00)",74,0,0,1,0,0,0,0,0
4653,"[2016-09-24 08:20:00,2016-09-24 08:40:00)",86,0,0,1,0,0,0,0,0
4654,"[2016-09-24 08:40:00,2016-09-24 09:00:00)",91,0,0,1,0,0,0,0,0
4655,"[2016-09-24 09:00:00,2016-09-24 09:20:00)",94,0,0,0,1,0,0,0,0
4656,"[2016-09-24 09:20:00,2016-09-24 09:40:00)",96,0,0,0,1,0,0,0,0
4657,"[2016-09-24 09:40:00,2016-09-24 10:00:00)",100,0,0,0,1,0,0,0,0
4705,"[2016-09-25 06:00:00,2016-09-25 06:20:00)",22,1,0,0,0,0,0,0,0
4706,"[2016-09-25 06:20:00,2016-09-25 06:40:00)",23,1,0,0,0,0,0,0,0
4707,"[2016-09-25 06:40:00,2016-09-25 07:00:00)",29,1,0,0,0,0,0,0,0
4708,"[2016-09-25 07:00:00,2016-09-25 07:20:00)",30,0,1,0,0,0,0,0,0
4709,"[2016-09-25 07:20:00,2016-09-25 07:40:00)",45,0,1,0,0,0,0,0,0
4710,"[2016-09-25 07:40:00,2016-09-25 08:00:00)",62,0,1,0,0,0,0,0,0
4711,"[2016-09-25 08:00:00,2016-09-25 08:20:00)",70,0,0,1,0,0,0,0,0
4712,"[2016-09-25 08:20:00,2016-09-25 08:40:00)",75,0,0,1,0,0,0,0,0
4713,"[2016-09-25 08:40:00,2016-09-25 09:00:00)",90,0,0,1,0,0,0,0,0
4714,"[2016-09-25 09:00:00,2016-09-25 09:20:00)",64,0,0,0,1,0,0,0,0
4715,"[2016-09-25 09:20:00,2016-09-25 09:40:00)",104,0,0,0,1,0,0,0,0
4716,"[2016-09-25 09:40:00,2016-09-25 10:00:00)",93,0,0,0,1,0,0,0,0
4764,"[2016-09-26 06:00:00,2016-09-26 06:20:00)",25,1,0,0,0,0,0,0,0
4765,"[2016-09-26 06:20:00,2016-09-26 06:40:00)",40,1,0,0,0,0,0,0,0
4766,"[2016-09-26 06:40:00,2016-09-26 07:00:00)",73,1,0,0,0,0,0,0,0
4767,"[2016-09-26 07:00:00,2016-09-26 07:20:00)",88,0,1,0,0,0,0,0,0
4768,"[2016-09-26 07:20:00,2016-09-26 07:40:00)",114,0,1,0,0,0,0,0,0
4769,"[2016-09-26 07:40:00,2016-09-26 08:00:00)",126,0,1,0,0,0,0,0,0
4770,"[2016-09-26 08:00:00,2016-09-26 08:20:00)",117,0,0,1,0,0,0,0,0
4771,"[2016-09-26 08:20:00,2016-09-26 08:40:00)",130,0,0,1,0,0,0,0,0
4772,"[2016-09-26 08:40:00,2016-09-26 09:00:00)",121,0,0,1,0,0,0,0,0
4773,"[2016-09-26 09:00:00,2016-09-26 09:20:00)",126,0,0,0,1,0,0,0,0
4774,"[2016-09-26 09:20:00,2016-09-26 09:40:00)",120,0,0,0,1,0,0,0,0
4775,"[2016-09-26 09:40:00,2016-09-26 10:00:00)",81,0,0,0,1,0,0,0,0
4827,"[2016-09-27 06:00:00,2016-09-27 06:20:00)",28,1,0,0,0,0,0,0,0
4828,"[2016-09-27 06:20:00,2016-09-27 06:40:00)",31,1,0,0,0,0,0,0,0
4829,"[2016-09-27 06:40:00,2016-09-27 07:00:00)",43,1,0,0,0,0,0,0,0
4830,"[2016-09-27 07:00:00,2016-09-27 07:20:00)",51,0,1,0,0,0,0,0,0
4831,"[2016-09-27 07:20:00,2016-09-27 07:40:00)",89,0,1,0,0,0,0,0,0
4832,"[2016-09-27 07:40:00,2016-09-27 08:00:00)",104,0,1,0,0,0,0,0,0
4833,"[2016-09-27 08:00:00,2016-09-27 08:20:00)",128,0,0,1,0,0,0,0,0
4834,"[2016-09-27 08:20:00,2016-09-27 08:40:00)",117,0,0,1,0,0,0,0,0
4835,"[2016-09-27 08:40:00,2016-09-27 09:00:00)",131,0,0,1,0,0,0,0,0
4836,"[2016-09-27 09:00:00,2016-09-27 09:20:00)",111,0,0,0,1,0,0,0,0
4837,"[2016-09-27 09:20:00,2016-09-27 09:40:00)",90,0,0,0,1,0,0,0,0
4838,"[2016-09-27 09:40:00,2016-09-27 10:00:00)",94,0,0,0,1,0,0,0,0
4889,"[2016-09-28 06:00:00,2016-09-28 06:20:00)",5,1,0,0,0,0,0,0,0
4890,"[2016-09-28 06:20:00,2016-09-28 06:40:00)",13,1,0,0,0,0,0,0,0
4891,"[2016-09-28 06:40:00,2016-09-28 07:00:00)",26,1,0,0,0,0,0,0,0
4892,"[2016-09-28 07:00:00,2016-09-28 07:20:00)",34,0,1,0,0,0,0,0,0
4893,"[2016-09-28 07:20:00,2016-09-28 07:40:00)",48,0,1,0,0,0,0,0,0
4894,"[2016-09-28 07:40:00,2016-09-28 08:00:00)",34,0,1,0,0,0,0,0,0
4895,"[2016-09-28 08:00:00,2016-09-28 08:20:00)",32,0,0,1,0,0,0,0,0
4896,"[2016-09-28 08:20:00,2016-09-28 08:40:00)",41,0,0,1,0,0,0,0,0
4897,"[2016-09-28 08:40:00,2016-09-28 09:00:00)",35,0,0,1,0,0,0,0,0
4898,"[2016-09-28 09:00:00,2016-09-28 09:20:00)",35,0,0,0,1,0,0,0,0
4899,"[2016-09-28 09:20:00,2016-09-28 09:40:00)",23,0,0,0,1,0,0,0,0
4900,"[2016-09-28 09:40:00,2016-09-28 10:00:00)",21,0,0,0,1,0,0,0,0
4948,"[2016-09-29 06:00:00,2016-09-29 06:20:00)",15,1,0,0,0,0,0,0,0
4949,"[2016-09-29 06:20:00,2016-09-29 06:40:00)",14,1,0,0,0,0,0,0,0
4950,"[2016-09-29 06:40:00,2016-09-29 07:00:00)",32,1,0,0,0,0,0,0,0
4951,"[2016-09-29 07:00:00,2016-09-29 07:20:00)",68,0,1,0,0,0,0,0,0
4952,"[2016-09-29 07:20:00,2016-09-29 07:40:00)",72,0,1,0,0,0,0,0,0
4953,"[2016-09-29 07:40:00,2016-09-29 08:00:00)",88,0,1,0,0,0,0,0,0
4954,"[2016-09-29 08:00:00,2016-09-29 08:20:00)",105,0,0,1,0,0,0,0,0
4955,"[2016-09-29 08:20:00,2016-09-29 08:40:00)",99,0,0,1,0,0,0,0,0
4956,"[2016-09-29 08:40:00,2016-09-29 09:00:00)",114,0,0,1,0,0,0,0,0
4957,"[2016-09-29 09:00:00,2016-09-29 09:20:00)",117,0,0,0,1,0,0,0,0
4958,"[2016-09-29 09:20:00,2016-09-29 09:40:00)",102,0,0,0,1,0,0,0,0
4959,"[2016-09-29 09:40:00,2016-09-29 10:00:00)",82,0,0,0,1,0,0,0,0
5010,"[2016-09-30 06:00:00,2016-09-30 06:20:00)",35,1,0,0,0,0,0,0,0
5011,"[2016-09-30 06:20:00,2016-09-30 06:40:00)",37,1,0,0,0,0,0,0,0
5012,"[2016-09-30 06:40:00,2016-09-30 07:00:00)",52,1,0,0,0,0,0,0,0
5013,"[2016-09-30 07:00:00,2016-09-30 07:20:00)",77,0,1,0,0,0,0,0,0
5014,"[2016-09-30 07:20:00,2016-09-30 07:40:00)",86,0,1,0,0,0,0,0,0
5015,"[2016-09-30 07:40:00,2016-09-30 08:00:00)",104,0,1,0,0,0,0,0,0
5016,"[2016-09-30 08:00:00,2016-09-30 08:20:00)",114,0,0,1,0,0,0,0,0
5017,"[2016-09-30 08:20:00,2016-09-30 08:40:00)",104,0,0,1,0,0,0,0,0
5018,"[2016-09-30 08:40:00,2016-09-30 09:00:00)",107,0,0,1,0,0,0,0,0
5019,"[2016-09-30 09:00:00,2016-09-30 09:20:00)",91,0,0,0,1,0,0,0,0
5020,"[2016-09-30 09:20:00,2016-09-30 09:40:00)",92,0,0,0,1,0,0,0,0
5021,"[2016-09-30 09:40:00,2016-09-30 10:00:00)",75,0,0,0,1,0,0,0,0
5079,"[2016-10-01 06:00:00,2016-10-01 06:20:00)",16,1,0,0,0,0,0,0,0
5080,"[2016-10-01 06:20:00,2016-10-01 06:40:00)",10,1,0,0,0,0,0,0,0
5081,"[2016-10-01 06:40:00,2016-10-01 07:00:00)",13,1,0,0,0,0,0,0,0
5082,"[2016-10-01 07:00:00,2016-10-01 07:20:00)",19,0,1,0,0,0,0,0,0
5083,"[2016-10-01 07:20:00,2016-10-01 07:40:00)",13,0,1,0,0,0,0,0,0
5084,"[2016-10-01 07:40:00,2016-10-01 08:00:00)",20,0,1,0,0,0,0,0,0
5085,"[2016-10-01 08:00:00,2016-10-01 08:20:00)",14,0,0,1,0,0,0,0,0
5086,"[2016-10-01 08:20:00,2016-10-01 08:40:00)",14,0,0,1,0,0,0,0,0
5087,"[2016-10-01 08:40:00,2016-10-01 09:00:00)",10,0,0,1,0,0,0,0,0
5088,"[2016-10-01 09:00:00,2016-10-01 09:20:00)",11,0,0,0,1,0,0,0,0
5089,"[2016-10-01 09:20:00,2016-10-01 09:40:00)",13,0,0,0,1,0,0,0,0
5090,"[2016-10-01 09:40:00,2016-10-01 10:00:00)",9,0,0,0,1,0,0,0,0
5132,"[2016-10-02 08:20:00,2016-10-02 08:40:00)",15,0,0,1,0,0,0,0,0
5133,"[2016-10-02 08:40:00,2016-10-02 09:00:00)",18,0,0,1,0,0,0,0,0
5134,"[2016-10-02 09:00:00,2016-10-02 09:20:00)",14,0,0,0,1,0,0,0,0
5135,"[2016-10-02 09:20:00,2016-10-02 09:40:00)",11,0,0,0,1,0,0,0,0
5136,"[2016-10-02 09:40:00,2016-10-02 10:00:00)",8,0,0,0,1,0,0,0,0
5443,"[2016-10-08 06:00:00,2016-10-08 06:20:00)",25,1,0,0,0,0,0,0,0
5444,"[2016-10-08 06:20:00,2016-10-08 06:40:00)",27,1,0,0,0,0,0,0,0
5445,"[2016-10-08 06:40:00,2016-10-08 07:00:00)",37,1,0,0,0,0,0,0,0
5446,"[2016-10-08 07:00:00,2016-10-08 07:20:00)",72,0,1,0,0,0,0,0,0
5447,"[2016-10-08 07:20:00,2016-10-08 07:40:00)",77,0,1,0,0,0,0,0,0
5448,"[2016-10-08 07:40:00,2016-10-08 08:00:00)",97,0,1,0,0,0,0,0,0
5449,"[2016-10-08 08:00:00,2016-10-08 08:20:00)",106,0,0,1,0,0,0,0,0
5450,"[2016-10-08 08:20:00,2016-10-08 08:40:00)",93,0,0,1,0,0,0,0,0
5451,"[2016-10-08 08:40:00,2016-10-08 09:00:00)",83,0,0,1,0,0,0,0,0
5452,"[2016-10-08 09:00:00,2016-10-08 09:20:00)",83,0,0,0,1,0,0,0,0
5453,"[2016-10-08 09:20:00,2016-10-08 09:40:00)",99,0,0,0,1,0,0,0,0
5454,"[2016-10-08 09:40:00,2016-10-08 10:00:00)",86,0,0,0,1,0,0,0,0
5507,"[2016-10-09 06:00:00,2016-10-09 06:20:00)",29,1,0,0,0,0,0,0,0
5508,"[2016-10-09 06:20:00,2016-10-09 06:40:00)",31,1,0,0,0,0,0,0,0
5509,"[2016-10-09 06:40:00,2016-10-09 07:00:00)",45,1,0,0,0,0,0,0,0
5510,"[2016-10-09 07:00:00,2016-10-09 07:20:00)",61,0,1,0,0,0,0,0,0
5511,"[2016-10-09 07:20:00,2016-10-09 07:40:00)",99,0,1,0,0,0,0,0,0
5512,"[2016-10-09 07:40:00,2016-10-09 08:00:00)",100,0,1,0,0,0,0,0,0
